SCHID,C0110,C0112,C0114,C0116,C0120,C0121,C0122,C0125,C0129,C0134,C0136,C0138,C0140,C0139,C0141,C0143,C0142,C0144,C0146,C0150,C0153,C0155,C0158,C0162,C0166,C0170,C0169,C0161,C0157,C0163,C0165,C0167,C0174,C0183,C0176,C0181,C0175,C0177,C0179,C0186,C0600,C0602,C0604,C0606,C0608,C0190,C0192,C0196,C0198,C0204,C0206,C0208,C0210,C0212,C0214,C0216,C0218,C0610,C0612,C0614,C0616,C0618,C0621,C0622,C0624,C0626,C0628,C0630,C0632,C0636,C0638,C0640,C0642,C0644,C0646,C0648,C0650,C0652,C0654,C0656,C0658,C0660,C0661,C0663,C0665,C0667,C0669,C0671,C0674,C0676,C0678,C0681,C0682,C0684,C0686,C0266,C0268,C0265,C0267,C0269,C0270,C0272,C0278,C0271,C0273,C0274,C0276,C0277,C0279,C0280,C0282,C0284,C0286,C0288,C0290,C0292,C0294,C0296,C0298,C0300,C0302,C0304,C0690_R,C0705,C0688,C0374,C0376,C0378,C0381,C0383,C0385,C0387,C0382,C0380,C0384,C0386,C0389,C0391,C0393,C0402,C0404,C0406,C0408,C0410,C0412,C0422,C0424,C0426,C0428,C0430,C0432,C0434,C0436,C0442,C0444,C0446,C0448,C0450,C0452,C0454,C0456,C0532,C0534,C0536,C0538,C0560,C0562,C0568,C0570,C0572,C0578,C0578_DD,C0578_MM,C0578_YY,C0578_SOURCE,C0014_R,C0016_R,C0580,STRATA,CRISIS18,DISALC18,DISDRUG18,DISFIRE18,DISWEAP18,INCID18,INCPOL18,NONVIOINC18,NONVIOPOL18,OTHACT18,OUTSUS18,PROBWK18,SEC_FT18,SEC_PT18,STUOFF18,SVINC18,SVPOL18,VIOINC18,VIOPOL18,FR_URBAN,FR_LVEL,FR_SIZE,FINALWGT,REPFWT1,REPFWT2,REPFWT3,REPFWT4,REPFWT5,REPFWT6,REPFWT7,REPFWT8,REPFWT9,REPFWT10,REPFWT11,REPFWT12,REPFWT13,REPFWT14,REPFWT15,REPFWT16,REPFWT17,REPFWT18,REPFWT19,REPFWT20,REPFWT21,REPFWT22,REPFWT23,REPFWT24,REPFWT25,REPFWT26,REPFWT27,REPFWT28,REPFWT29,REPFWT30,REPFWT31,REPFWT32,REPFWT33,REPFWT34,REPFWT35,REPFWT36,REPFWT37,REPFWT38,REPFWT39,REPFWT40,REPFWT41,REPFWT42,REPFWT43,REPFWT44,REPFWT45,REPFWT46,REPFWT47,REPFWT48,REPFWT49,REPFWT50,IC0110,IC0112,IC0114,IC0116,IC0120,IC0121,IC0122,IC0125,IC0129,IC0134,IC0136,IC0138,IC0140,IC0139,IC0141,IC0143,IC0142,IC0144,IC0146,IC0150,IC0153,IC0155,IC0158,IC0162,IC0166,IC0170,IC0169,IC0161,IC0157,IC0163,IC0165,IC0167,IC0174,IC0183,IC0176,IC0181,IC0175,IC0177,IC0179,IC0186,IC0600,IC0602,IC0604,IC0606,IC0608,IC0190,IC0192,IC0196,IC0198,IC0204,IC0206,IC0208,IC0210,IC0212,IC0214,IC0216,IC0218,IC0610,IC0612,IC0614,IC0616,IC0618,IC0621,IC0622,IC0624,IC0626,IC0628,IC0630,IC0632,IC0636,IC0638,IC0640,IC0642,IC0644,IC0646,IC0648,IC0650,IC0652,IC0654,IC0656,IC0658,IC0660,IC0661,IC0663,IC0665,IC0667,IC0669,IC0671,IC0674,IC0676,IC0678,IC0681,IC0682,IC0684,IC0686,IC0266,IC0268,IC0265,IC0267,IC0269,IC0270,IC0272,IC0278,IC0271,IC0273,IC0274,IC0276,IC0277,IC0279,IC0280,IC0282,IC0284,IC0286,IC0288,IC0290,IC0292,IC0294,IC0296,IC0298,IC0300,IC0302,IC0304,IC0705,IC0688,IC0374,IC0376,IC0378,IC0381,IC0383,IC0385,IC0387,IC0382,IC0380,IC0384,IC0386,IC0389,IC0391,IC0393,IC0402,IC0404,IC0406,IC0408,IC0410,IC0412,IC0422,IC0424,IC0426,IC0428,IC0430,IC0432,IC0434,IC0436,IC0442,IC0444,IC0446,IC0448,IC0450,IC0452,IC0454,IC0456,IC0532,IC0534,IC0536,IC0538,IC0560,IC0562,IC0568,IC0570,IC0572,IC0578,IC0580
0844,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,2,4,4,4,4,4,4,3,3,5,5,5,5,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,60,5,15,5,4,3,100,0,0,03182018,18,3,2018,0,1,2,135,311,7,-1,-1,-1,-1,11,0,6,0,0,0,1,93,0,5,0,0,5,0,1,3,1,22.8752,23.7321,23.7611,22.8329,22.7592,23.0458,23.2641,22.9627,22.7835,23.8291,23.6941,23.1605,23.5775,23.6367,23.2626,23.3402,23.7326,22.9380,22.8855,22.9702,23.7142,22.9769,22.6887,22.5540,23.0658,23.4942,0.0000,22.9605,23.1845,23.0085,23.6284,23.8904,22.8467,23.5724,23.1976,23.6517,23.3242,23.2179,23.7888,23.7063,24.2647,23.3160,23.1232,23.3205,23.5552,23.2842,23.9930,23.6097,23.5447,23.3232,23.6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0401,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,3,1,1,1,2,2,4,4,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,2,3,3,3,3,3,1,2,2,2,1,1,2,1,1,2,1,2,2,2,3,1,3,2,3,3,3,2,3,3,3,3,3,2,1,1,4,1,3,3,4,4,4,5,4,4,5,2,3,3,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,5,99,90,5,3,3,94,3,1,04022018,2,4,2018,0,2,16,30,334,5,3,3,-1,-1,23,5,17,3,0,7,1,0,1,6,3,2,6,2,4,3,3,16.4927,16.9515,17.0169,16.7343,16.7703,0.0000,16.9418,16.8932,16.8736,16.6831,16.7459,17.0775,16.7988,16.8123,16.9235,16.8559,16.6433,16.8351,16.5098,16.7587,16.9616,16.8115,16.8056,16.6323,16.7350,16.7338,16.6795,16.8099,16.9364,16.7743,16.7380,16.6128,16.9885,16.7969,16.5217,16.8623,16.5811,17.0748,16.5512,17.2367,16.6346,17.0894,16.8082,16.9040,16.9617,17.1715,16.6318,16.9343,16.6649,16.8691,17.1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,1,3,3,1,1,2,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,1,2,2,2,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,5,1,2,5,5,4,4,3,4,4,5,1,1,1,2,-1,2,-1,2,-1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,40,50,75,2,1,2,90,8,7,03192018,19,3,2018,0,1,1,30,114,5,-1,1,-1,-1,1,1,1,1,1,0,2,0,0,1,0,0,0,0,4,1,1,121.8157,124.8591,125.2133,124.0374,126.2640,125.6026,124.3612,125.6661,125.2947,123.1264,123.7647,123.7050,124.6076,124.9868,125.6894,125.7085,121.5393,0.0000,126.2552,123.8900,125.6568,123.8837,123.6872,123.4361,123.8572,121.3276,123.3141,123.3534,124.5951,123.1608,124.6366,124.0046,123.5621,123.2853,123.6878,125.0593,124.5080,121.6147,123.8780,125.0221,124.7396,123.5897,125.7831,124.0724,123.6554,125.7461,125.3337,124.3438,124.8141,122.9193,123.5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,4,4,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,-1,-1,1,1,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,3,3,2,2,3,3,3,3,2,2,1,2,2,4,5,4,4,4,5,4,4,5,4,4,5,1,2,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,10,75,75,6,3,3,5,25,24,03292018,29,3,2018,2,2,3,50,122,1,-1,-1,-1,-1,3,1,0,0,2,0,2,1,0,3,1,1,3,1,2,1,2,81.3683,83.2365,81.1624,82.2832,81.8044,83.5605,82.6279,83.9188,81.5182,81.9024,81.7998,82.7161,81.3231,80.4557,83.7606,82.5330,82.3959,82.4609,82.4870,82.5845,83.6112,82.6541,83.3590,85.7616,83.8902,83.4633,81.0949,81.8355,85.0984,84.4055,82.1270,84.3079,84.1960,83.1597,82.3985,84.9997,86.1167,85.5915,80.7403,85.2591,84.3924,83.2103,83.4779,82.4448,84.1793,81.6918,0.0000,82.6205,81.5726,81.5950,84.1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,4,4,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,2,1,2,1,2,1,1,1,2,1,1,2,3,3,2,2,1,3,2,3,3,2,2,2,2,2,2,1,5,4,4,4,4,5,4,5,4,4,5,3,4,3,1,2,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,30,60,60,3,3,3,85,125,149,06122018,12,6,2018,2,5,16,120,134,7,-1,1,-1,2,6,4,2,2,7,23,0,1,0,31,0,0,4,2,4,1,3,62.7552,63.7702,64.5410,63.7038,63.7319,64.2384,65.2514,63.3368,62.4995,64.3011,64.3098,63.5574,62.0563,0.0000,64.9936,63.0372,63.7411,64.8912,65.4339,64.6028,65.6947,64.8367,64.8992,62.7526,62.7618,63.9095,64.5765,63.3296,63.7333,64.4622,64.2989,64.4035,63.6913,63.9097,62.8879,65.0348,64.5733,63.9511,65.6606,63.6537,64.5848,64.1842,64.5190,65.3886,63.2645,62.5731,63.1774,64.7702,63.7302,63.3418,62.6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,-1,-1,-1,-1,-1,1,1,2,2,-1,-1,1,2,3,2,2,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,5,4,4,5,5,5,5,4,3,3,5,4,4,5,2,-1,1,1,1,2,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,32,60,75,8,3,3,87,4,7,03052018,5,3,2018,0,1,20,50,314,8,-1,-1,-1,-1,6,2,1,0,1,0,0,1,0,1,1,1,5,2,4,3,1,21.8867,22.5549,22.6263,22.1397,22.4215,22.4016,22.6489,22.4356,21.8261,22.2829,22.5604,22.0900,22.4566,22.1817,22.6246,22.1615,21.9722,22.3299,22.2293,21.8246,22.3822,22.2349,22.1852,22.5177,22.1532,22.1144,22.3519,22.0733,22.5987,22.0306,22.3488,22.4955,21.8790,22.5250,22.5922,22.3461,22.6426,21.8625,22.2543,22.3245,22.6036,22.2389,22.4203,22.2549,22.4434,22.3619,22.9752,22.1417,22.5358,22.4050,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0037,1,1,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,-1,2,1,2,2,2,4,4,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,-1,-1,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,4,4,5,4,5,4,4,4,4,5,3,3,4,2,-1,1,2,1,2,1,1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,1,1,5,75,95,7,3,3,97,5,8,03302018,30,3,2018,0,1,6,50,224,8,-1,2,-1,-1,3,3,3,3,2,0,0,0,1,2,0,0,0,0,4,2,2,14.1247,14.4280,14.4364,14.3588,14.2713,14.2582,14.4200,14.1161,14.3229,14.3357,14.4837,0.0000,14.4932,14.3326,14.3782,14.3576,14.4375,14.2386,14.2945,14.4837,14.3385,14.4479,14.4135,14.3320,14.6625,14.3155,14.4224,14.5679,14.2976,14.3163,14.4747,14.4669,14.4105,14.6759,14.3667,14.5165,14.6663,14.6123,14.5477,14.3751,14.3695,14.2656,14.3528,14.5557,14.3828,14.6611,14.5484,14.3000,14.4593,14.3589,14.3860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0146,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,-1,1,2,1,1,1,3,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,2,2,3,3,2,3,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,1,2,2,4,3,4,4,4,5,5,4,4,4,5,2,2,2,2,-1,2,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,10,80,50,7,2,2,93,5,4,04202018,20,4,2018,0,1,2,35,332,0,-1,2,-1,-1,8,8,4,4,5,0,0,1,0,5,0,0,4,4,2,3,3,15.3735,15.5857,15.4788,15.5172,15.4835,15.7615,15.5401,15.7997,15.8583,15.5171,15.4602,15.9461,15.7239,15.6833,15.8302,15.9132,0.0000,15.5846,15.3996,15.5798,15.7689,15.5334,15.5739,15.6241,15.9240,15.5208,16.1051,15.6313,16.0066,15.8524,15.7361,15.5124,15.9399,15.9782,15.7338,16.1057,15.5359,15.8008,15.6255,15.6357,15.5917,15.5391,15.5783,15.8564,15.8798,15.5808,15.6497,16.0301,15.4115,15.4601,15.3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,-1,1,1,1,2,1,2,3,2,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,1,1,2,2,1,3,3,3,3,3,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,1,4,3,4,4,4,5,4,5,4,4,5,3,3,4,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,2,10,70,50,5,3,3,92,9,21,02262018,26,2,2018,2,1,18,30,334,8,-1,4,1,3,11,4,8,3,3,10,0,0,0,13,0,0,3,1,4,3,3,16.4927,16.9515,17.0169,16.7343,16.7703,16.9839,16.9418,16.8932,16.8736,16.6831,16.7459,17.0775,16.7988,16.8123,16.9235,16.8559,16.6433,16.8351,16.5098,16.7587,16.9616,16.8115,16.8056,16.6323,16.7350,16.7338,16.6795,16.8099,16.9364,16.7743,16.7380,16.6128,16.9885,16.7969,16.5217,16.8623,16.5811,17.0748,16.5512,0.0000,16.6346,17.0894,16.8082,16.9040,16.9617,17.1715,16.6318,16.9343,16.6649,16.8691,17.1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0192,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,-1,2,2,2,1,1,4,4,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,3,3,3,3,3,2,-1,-1,1,1,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,1,4,4,5,5,5,5,5,5,4,4,5,4,5,5,2,-1,2,-1,2,-1,1,2,1,1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,10,98,98,0,3,3,98,10,3,04022018,2,4,2018,2,1,20,35,132,4,-1,-1,-1,-1,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,2,1,3,64.0449,65.6087,64.8868,64.2815,64.0701,66.5423,65.7756,66.5258,63.6962,63.9680,64.8003,64.9786,64.5021,62.9596,65.6859,65.3528,0.0000,65.6923,65.5288,65.8324,65.9352,64.9071,66.3361,66.3746,65.3302,65.9859,63.6163,64.7013,67.4208,65.7662,64.6559,66.8080,66.2477,65.0595,63.5363,67.0671,67.8158,66.5848,64.0358,66.5003,66.0498,65.4429,65.5250,64.4701,65.8938,64.0811,65.9346,64.7564,63.6975,64.6656,66.9471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0357,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,2,2,3,3,2,2,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,3,1,2,2,3,1,3,1,2,2,1,2,1,2,1,1,1,2,1,1,2,3,1,3,3,3,3,3,2,3,3,3,3,3,2,2,1,4,4,4,5,5,4,4,5,4,3,5,4,4,5,1,2,1,1,1,1,1,1,2,-1,2,-1,1,1,1,2,1,1,1,1,1,1,15,88,90,10,3,3,92,30,10,03192018,19,3,2018,2,2,3,60,234,8,1,1,-1,-1,3,1,2,1,1,3,0,0,0,4,0,0,1,0,4,2,3,15.5284,15.9258,16.0941,15.8937,15.6756,15.9254,15.8116,15.5268,15.8323,15.5229,15.7690,15.7019,15.7276,15.7524,15.7375,15.8076,16.0164,15.6991,15.6826,16.2505,16.0937,15.7925,15.7352,15.4285,0.0000,15.6124,15.7634,15.7600,15.8588,15.8844,16.0028,15.8008,15.5905,15.8140,15.9358,16.0525,15.7873,16.0823,15.7716,16.2437,15.7553,16.2090,15.8954,15.7822,15.9736,16.1643,15.6230,15.9700,15.7146,15.8617,16.1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
